age,work
10,artisant
34,ouvrier_agricole
30,ecolier
7,ecolier
34,militaire
41,sans_activite
94,ecolier
24,conducteur
78,enseignant
17,agriculteur
26,agriculteur
20,commercant
62,ecolier
85,ecolier
19,enseignant
52,agriculteur
23,enseignant
69,artisant
39,agriculteur
19,ouvrier
16,retraite
79,ouvrier
21,militaire
28,conducteur
22,employe_prive
1,employe_prive
29,employe_prive
55,sans_activite
6,ecolier
3,ouvrier_agricole
92,ecolier
79,sans_activite
15,commercant
17,retraite
55,sans_activite
43,ouvrier_agricole
23,artisant
93,conducteur
53,sans_activite
61,artisant
7,conducteur
76,employe_prive
69,enseignant
29,ouvrier
76,retraite
16,agriculteur
16,sans_activite
39,conducteur
63,employe_prive
27,artisant
59,employe_prive
85,sans_activite
60,conducteur
3,ecolier
52,militaire
15,artisant
79,ouvrier
25,sans_activite
63,artisant
73,artisant
26,ecolier
53,ecolier
99,enseignant
68,commercant
89,ecolier
37,employe_prive
17,ouvrier_agricole
80,ecolier
79,artisant
60,sans_activite
7,conducteur
16,ouvrier
57,ouvrier_batiment
92,enseignant
93,agriculteur
20,artisant
20,conducteur
84,ouvrier_agricole
97,militaire
72,conducteur
29,conducteur
29,commercant
8,ouvrier_batiment
68,ouvrier_agricole
19,employe_prive
75,ouvrier_batiment
65,employe_prive
56,artisant
17,ouvrier_agricole
18,enseignant
25,agriculteur
19,ecolier
27,conducteur
6,conducteur
55,retraite
77,artisant
77,ouvrier_batiment
14,ouvrier_agricole
52,conducteur
25,employe_prive
23,agriculteur
95,conducteur
68,retraite
79,sans_activite
63,agriculteur
18,ouvrier_agricole
12,ouvrier
30,artisant
21,retraite
6,ouvrier_batiment
1,ouvrier_batiment
25,ouvrier_batiment
52,sans_activite
14,ecolier
79,ouvrier
76,commercant
78,retraite
4,ecolier
63,commercant
59,artisant
93,retraite
17,militaire
16,ouvrier_agricole
16,ouvrier
95,conducteur
56,ouvrier_agricole
19,ouvrier_agricole
25,commercant
92,enseignant
24,enseignant
22,employe_prive
26,enseignant
63,militaire
73,commercant
25,retraite
21,militaire
16,ouvrier
63,ouvrier
79,artisant
20,militaire
68,commercant
68,employe_prive
73,retraite
92,enseignant
66,commercant
22,sans_activite
54,militaire
27,commercant
65,agriculteur
78,conducteur
32,ouvrier_batiment
81,conducteur
13,ouvrier_agricole
30,militaire
17,agriculteur
27,agriculteur
35,conducteur
7,ecolier
88,ecolier
93,conducteur
56,ecolier
30,employe_prive
74,ecolier
16,artisant
78,ouvrier_agricole
19,ouvrier_agricole
15,ouvrier_agricole
15,agriculteur
96,sans_activite
84,retraite
74,enseignant
69,sans_activite
89,sans_activite
76,retraite
97,artisant
58,conducteur
78,conducteur
39,enseignant
64,ouvrier_batiment
22,ecolier
74,ouvrier_agricole
42,retraite
16,employe_prive
30,retraite
79,militaire
75,employe_prive
26,agriculteur
21,commercant
9,enseignant
23,retraite
17,ecolier
76,commercant
4,agriculteur
22,retraite
99,ouvrier
4,sans_activite
58,ouvrier_batiment
30,enseignant
91,conducteur
78,enseignant
78,retraite
50,retraite
84,ecolier
12,sans_activite
99,ouvrier_agricole
80,retraite
20,agriculteur
53,employe_prive
19,retraite
45,sans_activite
55,militaire
74,enseignant
18,artisant
59,employe_prive
26,artisant
77,agriculteur
27,ouvrier
54,ouvrier
28,ecolier
78,militaire
11,militaire
24,militaire
27,ouvrier_batiment
33,agriculteur
74,artisant
18,conducteur
27,militaire
77,ouvrier_agricole
69,ouvrier_batiment
33,ouvrier
36,militaire
14,agriculteur
92,ouvrier
18,enseignant
63,employe_prive
80,militaire
10,ouvrier_batiment
62,commercant
32,sans_activite
22,militaire
35,ecolier
66,ouvrier_batiment
16,retraite
63,artisant
62,ouvrier
20,sans_activite
69,militaire
15,enseignant
71,retraite
48,employe_prive
73,agriculteur
23,ouvrier_batiment
16,agriculteur
57,artisant
53,ouvrier_batiment
23,agriculteur
58,ecolier
76,ouvrier
75,ecolier
97,agriculteur
2,conducteur
52,sans_activite
43,commercant
16,militaire
25,employe_prive
96,sans_activite
21,militaire
4,conducteur
15,commercant
17,ecolier
25,retraite
69,commercant
24,employe_prive
70,retraite
16,ouvrier_batiment
13,conducteur
79,enseignant
79,enseignant
79,retraite
25,militaire
66,sans_activite
35,employe_prive
68,ecolier
82,retraite
41,enseignant
28,employe_prive
61,ouvrier_batiment
84,retraite
37,commercant
18,militaire
17,retraite
39,ouvrier_batiment
28,conducteur
7,ouvrier_agricole
100,commercant
22,commercant
27,ouvrier
41,ouvrier_agricole
20,enseignant
70,sans_activite
29,enseignant
6,artisant
43,employe_prive
23,ouvrier_batiment
85,ouvrier_batiment
79,militaire
14,militaire
22,artisant
56,ouvrier_batiment
100,ouvrier
79,employe_prive
29,commercant
78,ouvrier_agricole
31,employe_prive
65,militaire
17,militaire
15,artisant
66,ouvrier_batiment
55,retraite
76,ouvrier_batiment
23,militaire
28,ouvrier_agricole
37,artisant
49,retraite
70,commercant
23,agriculteur
55,retraite
87,artisant
27,ouvrier
27,retraite
43,retraite
21,militaire
6,sans_activite
76,ouvrier_agricole
37,militaire
60,sans_activite
19,sans_activite
58,artisant
60,ecolier
19,ouvrier
2,employe_prive
100,conducteur
93,ouvrier_agricole
57,sans_activite
55,commercant
21,conducteur
47,artisant
58,retraite
21,ouvrier_batiment
5,sans_activite
37,commercant
22,ouvrier
27,agriculteur
73,ouvrier
93,conducteur
52,ouvrier_agricole
25,sans_activite
69,artisant
75,ouvrier_agricole
17,ouvrier_agricole
39,conducteur
28,enseignant
15,employe_prive
38,commercant
17,ouvrier_agricole
76,employe_prive
17,employe_prive
21,enseignant
3,enseignant
78,enseignant
21,ecolier
25,militaire
3,ecolier
20,enseignant
88,sans_activite
81,employe_prive
64,agriculteur
18,agriculteur
17,ecolier
40,sans_activite
19,agriculteur
23,enseignant
31,agriculteur
22,sans_activite
51,sans_activite
42,employe_prive
99,ouvrier_batiment
99,agriculteur
91,artisant
82,commercant
18,ecolier
87,agriculteur
80,retraite
78,ouvrier_batiment
91,retraite
82,employe_prive
61,conducteur
49,militaire
25,artisant
62,sans_activite
99,agriculteur
45,ecolier
21,ouvrier_agricole
1,artisant
22,agriculteur
73,sans_activite
38,employe_prive
26,retraite
73,sans_activite
42,sans_activite
88,retraite
5,ouvrier
38,conducteur
9,enseignant
25,employe_prive
81,sans_activite
53,sans_activite
27,ouvrier_batiment
16,ouvrier_batiment
73,ouvrier_agricole
25,ecolier
51,agriculteur
27,commercant
79,ouvrier
89,ouvrier
27,militaire
59,employe_prive
6,enseignant
76,commercant
23,agriculteur
90,employe_prive
73,employe_prive
97,agriculteur
48,sans_activite
71,employe_prive
79,ecolier
79,artisant
98,conducteur
52,conducteur
5,agriculteur
66,retraite
61,retraite
29,ouvrier
2,sans_activite
67,militaire
14,ouvrier_batiment
20,artisant
45,sans_activite
44,commercant
44,artisant
35,employe_prive
40,employe_prive
2,agriculteur
15,ecolier
17,ouvrier_agricole
76,agriculteur
7,ouvrier
98,employe_prive
46,ouvrier_agricole
60,artisant
61,militaire
14,retraite
55,artisant
67,retraite
30,artisant
88,conducteur
89,enseignant
77,ouvrier_agricole
77,sans_activite
23,ecolier
18,commercant
82,enseignant
11,conducteur
59,employe_prive
89,ouvrier
21,employe_prive
28,conducteur
27,agriculteur
51,employe_prive
24,militaire
82,militaire
68,enseignant
26,ouvrier_agricole
79,enseignant
55,ouvrier_batiment
80,enseignant
22,sans_activite
28,conducteur
22,agriculteur
49,conducteur
79,agriculteur
22,employe_prive
29,sans_activite
6,sans_activite
57,conducteur
19,militaire
93,commercant
79,militaire
52,retraite
14,employe_prive
79,ouvrier_agricole
22,retraite
77,ouvrier
78,conducteur
90,agriculteur
55,artisant
78,retraite
19,conducteur
14,commercant
72,conducteur
28,commercant
0,sans_activite
19,agriculteur
13,ouvrier
61,agriculteur
77,commercant
11,ouvrier_batiment
96,ecolier
54,employe_prive
18,agriculteur
78,conducteur
46,ouvrier
75,retraite
17,sans_activite
73,agriculteur
11,employe_prive
83,retraite
36,commercant
19,agriculteur
96,ouvrier_batiment
11,conducteur
72,ouvrier_agricole
7,employe_prive
58,militaire
28,commercant
29,employe_prive
86,commercant
13,ouvrier_batiment
63,commercant
71,commercant
48,commercant
69,ouvrier_agricole
74,conducteur
39,agriculteur
17,sans_activite
29,ouvrier
42,artisant
19,ouvrier_agricole
70,conducteur
20,ouvrier
52,ouvrier_batiment
79,ecolier
14,agriculteur
18,conducteur
77,militaire
77,retraite
29,ouvrier_batiment
16,commercant
44,artisant
33,artisant
6,conducteur
22,ouvrier_batiment
84,militaire
54,conducteur
78,ouvrier
98,agriculteur
34,agriculteur
1,enseignant
47,artisant
54,sans_activite
25,artisant
32,enseignant
30,enseignant
57,enseignant
40,enseignant
93,agriculteur
22,employe_prive
96,militaire
21,artisant
100,conducteur
10,ouvrier_batiment
3,enseignant
98,sans_activite
28,retraite
21,agriculteur
28,ecolier
27,retraite
51,employe_prive
83,enseignant
23,ouvrier_agricole
97,ecolier
54,ouvrier
27,retraite
18,ecolier
79,artisant
90,retraite
23,ouvrier_batiment
99,enseignant
78,ouvrier_batiment
79,agriculteur
49,enseignant
22,ouvrier_batiment
22,ouvrier_batiment
11,artisant
43,ecolier
64,ecolier
80,ouvrier_agricole
14,employe_prive
88,militaire
20,commercant
60,agriculteur
29,ouvrier_batiment
91,militaire
64,artisant
24,enseignant
78,conducteur
28,agriculteur
69,ouvrier_batiment
34,ecolier
53,conducteur
53,employe_prive
63,employe_prive
68,commercant
13,ecolier
24,enseignant
54,ecolier
7,enseignant
14,militaire
18,artisant
9,enseignant
56,artisant
15,ouvrier_batiment
17,retraite
83,commercant
26,employe_prive
5,ouvrier_batiment
40,conducteur
89,enseignant
48,ouvrier_batiment
70,agriculteur
43,agriculteur
57,ouvrier
78,retraite
20,artisant
22,sans_activite
92,enseignant
69,ouvrier_agricole
18,sans_activite
7,employe_prive
26,ouvrier_agricole
96,artisant
12,ouvrier_agricole
56,ecolier
73,employe_prive
79,ecolier
28,enseignant
64,ouvrier_agricole
17,agriculteur
55,ecolier
17,conducteur
42,retraite
77,agriculteur
31,ecolier
78,retraite
78,sans_activite
79,ouvrier_agricole
18,conducteur
19,ouvrier_batiment
78,sans_activite
28,retraite
55,retraite
60,ouvrier_batiment
93,ouvrier
78,enseignant
17,employe_prive
10,sans_activite
69,conducteur
79,employe_prive
75,conducteur
23,conducteur
78,conducteur
27,sans_activite
25,conducteur
67,enseignant
45,ouvrier_batiment
29,ouvrier_batiment
74,agriculteur
80,ouvrier_agricole
3,artisant
73,ouvrier_batiment
18,enseignant
29,agriculteur
11,retraite
88,conducteur
30,ouvrier_batiment
70,sans_activite
100,retraite
78,ouvrier_batiment
59,militaire
76,employe_prive
80,enseignant
81,employe_prive
93,retraite
17,conducteur
4,ecolier
66,agriculteur
69,sans_activite
79,militaire
21,conducteur
84,artisant
5,ouvrier_batiment
85,agriculteur
58,ecolier
65,ecolier
83,agriculteur
84,employe_prive
45,militaire
42,enseignant
57,militaire
70,retraite
71,sans_activite
19,ouvrier
28,ouvrier_batiment
55,ecolier
78,retraite
20,artisant
81,commercant
17,militaire
76,ecolier
22,ouvrier
21,conducteur
41,ouvrier_batiment
69,ouvrier_batiment
76,sans_activite
3,agriculteur
22,militaire
77,ouvrier_batiment
92,employe_prive
7,enseignant
79,ouvrier
30,employe_prive
78,sans_activite
12,ouvrier_agricole
60,retraite
78,ouvrier
56,ecolier
16,employe_prive
75,commercant
58,ouvrier_batiment
62,enseignant
58,agriculteur
19,employe_prive
8,enseignant
30,conducteur
95,conducteur
60,ouvrier_agricole
78,commercant
94,commercant
57,enseignant
29,militaire
78,enseignant
21,artisant
28,employe_prive
60,ouvrier
40,commercant
23,ouvrier_batiment
86,ouvrier_agricole
27,conducteur
75,conducteur
44,ouvrier_agricole
26,ouvrier_batiment
95,sans_activite
39,ecolier
17,sans_activite
45,enseignant
26,employe_prive
80,enseignant
46,artisant
16,agriculteur
78,employe_prive
30,militaire
15,militaire
51,ouvrier_batiment
58,ouvrier_agricole
61,ouvrier
24,retraite
12,commercant
48,employe_prive
79,artisant
6,ouvrier_batiment
13,enseignant
15,commercant
80,sans_activite
24,ouvrier_batiment
57,artisant
49,ouvrier_batiment
27,employe_prive
9,employe_prive
56,militaire
78,militaire
47,commercant
28,commercant
24,enseignant
26,employe_prive
85,sans_activite
27,ecolier
30,artisant
27,conducteur
35,retraite
89,ecolier
79,enseignant
12,ouvrier_agricole
23,artisant
10,ouvrier
30,employe_prive
29,ouvrier_agricole
22,agriculteur
79,ouvrier_agricole
18,employe_prive
20,retraite
76,agriculteur
72,enseignant
59,artisant
99,ecolier
26,agriculteur
14,ecolier
72,ecolier
16,agriculteur
5,ecolier
4,retraite
76,commercant
4,ecolier
86,ecolier
26,employe_prive
16,ecolier
21,artisant
20,sans_activite
22,agriculteur
20,ouvrier_batiment
3,commercant
2,commercant
25,sans_activite
92,enseignant
68,ecolier
22,conducteur
79,militaire
7,artisant
64,enseignant
59,ecolier
27,ouvrier_agricole
11,ouvrier_agricole
85,ouvrier_agricole
12,retraite
19,artisant
99,artisant
71,militaire
91,ouvrier_batiment
23,employe_prive
89,employe_prive
86,ecolier
8,commercant
18,retraite
39,enseignant
17,employe_prive
70,militaire
25,ecolier
20,retraite
79,agriculteur
77,sans_activite
25,ecolier
89,retraite
51,enseignant
15,employe_prive
60,agriculteur
80,militaire
71,ouvrier_agricole
15,agriculteur
20,artisant
31,artisant
37,conducteur
58,ouvrier_batiment
26,sans_activite
78,retraite
75,agriculteur
29,agriculteur
19,artisant
13,enseignant
27,ouvrier
5,ouvrier_agricole
16,enseignant
56,retraite
27,retraite
24,ouvrier
79,ouvrier_batiment
58,sans_activite
16,ouvrier_agricole
41,retraite
24,ouvrier
54,ouvrier
1,ouvrier_batiment
24,enseignant
44,ecolier
97,conducteur
29,artisant
16,ouvrier_batiment
99,ouvrier_batiment
29,enseignant
74,enseignant
48,conducteur
58,agriculteur
16,enseignant
24,agriculteur
30,ouvrier
47,enseignant
67,ouvrier
30,retraite
18,conducteur
84,commercant
26,enseignant
21,commercant
18,ouvrier_batiment
57,conducteur
80,agriculteur
25,enseignant
55,artisant
68,artisant
80,militaire
36,commercant
65,agriculteur
21,agriculteur
56,employe_prive
94,commercant
22,agriculteur
79,retraite
31,ecolier
15,enseignant
62,employe_prive
82,retraite
22,ecolier
21,commercant
23,sans_activite
47,retraite
16,sans_activite
69,enseignant
26,employe_prive
18,commercant
47,ouvrier_batiment
55,conducteur
27,commercant
3,employe_prive
17,militaire
57,ecolier
10,enseignant
71,militaire
40,militaire
16,ouvrier_batiment
74,artisant
44,ouvrier_batiment
21,sans_activite
16,artisant
67,retraite
9,retraite
52,commercant
58,militaire
89,artisant
78,retraite
60,militaire
23,ouvrier_agricole
16,commercant
54,ouvrier
2,ouvrier_batiment
20,conducteur
56,militaire
45,ouvrier_agricole
20,militaire
60,employe_prive
37,employe_prive
28,artisant
25,ouvrier_agricole
88,artisant
76,agriculteur
52,artisant
46,ecolier
66,militaire
46,enseignant
61,employe_prive
1,employe_prive
5,enseignant
49,enseignant
86,ecolier
79,commercant
8,militaire
24,ouvrier_agricole
30,employe_prive
56,employe_prive
14,employe_prive
69,employe_prive
18,commercant
67,sans_activite
87,employe_prive
84,ouvrier_agricole
64,ouvrier_agricole
21,sans_activite
0,artisant
39,agriculteur
30,employe_prive
11,retraite
17,enseignant
31,agriculteur
63,artisant
74,ecolier
19,employe_prive
53,agriculteur
23,militaire
27,employe_prive
29,artisant
50,militaire
80,sans_activite
22,employe_prive
46,employe_prive
52,ecolier
4,enseignant
21,militaire
16,artisant
9,retraite
51,ouvrier_batiment
41,retraite
16,agriculteur
77,commercant
89,agriculteur
77,ouvrier_batiment
82,employe_prive
56,employe_prive
22,enseignant
8,ouvrier
17,employe_prive
51,commercant
0,agriculteur
20,artisant
13,conducteur
100,ecolier
71,conducteur
46,conducteur
49,conducteur
76,ouvrier_agricole
61,enseignant
75,artisant
80,ecolier
26,agriculteur
53,employe_prive
77,conducteur
29,employe_prive
29,employe_prive
48,commercant
21,ouvrier_batiment
18,employe_prive
78,ouvrier_batiment
30,ouvrier
22,agriculteur
3,ouvrier_batiment
0,ouvrier_batiment
76,ecolier
17,employe_prive
3,ecolier
23,retraite
86,ouvrier_agricole
80,employe_prive
6,ouvrier_batiment
19,ecolier
71,enseignant
61,commercant
68,conducteur
3,enseignant
78,ouvrier_batiment
29,employe_prive
5,ouvrier_batiment
23,militaire
72,retraite
47,sans_activite
29,agriculteur
67,conducteur
28,ouvrier
17,commercant
47,ecolier
11,militaire
59,conducteur
93,conducteur
95,ecolier
59,commercant
29,militaire
30,commercant
64,artisant
77,artisant
45,agriculteur
14,ouvrier_batiment
57,ouvrier_batiment
3,agriculteur
3,ouvrier
33,ecolier
77,militaire
58,commercant
94,enseignant
60,artisant
47,ecolier
34,enseignant
38,ecolier
64,conducteur
55,retraite
21,militaire
30,employe_prive
23,commercant
15,employe_prive
76,militaire
47,sans_activite
55,ecolier
30,ouvrier_agricole
0,ecolier
19,sans_activite
97,employe_prive
57,employe_prive
59,commercant
88,militaire
33,enseignant
84,sans_activite
57,ecolier
78,ouvrier_batiment
64,sans_activite
12,commercant
18,ouvrier
89,commercant
57,ouvrier
10,employe_prive
7,enseignant
22,sans_activite
30,enseignant
54,retraite
79,agriculteur
44,enseignant
89,ouvrier_agricole
19,ouvrier_batiment
78,ouvrier
91,sans_activite
35,ouvrier
59,militaire
5,ouvrier_agricole
40,enseignant
30,militaire
72,employe_prive
86,ecolier
59,ouvrier_agricole
26,sans_activite
84,retraite
30,employe_prive
28,conducteur
21,agriculteur
12,ouvrier_batiment
24,conducteur
20,ouvrier_agricole
61,conducteur
0,commercant
66,retraite
99,retraite
45,enseignant
80,employe_prive
20,employe_prive
18,artisant
98,ouvrier
80,enseignant
82,ouvrier_agricole
10,ouvrier_agricole
99,ouvrier_batiment
77,sans_activite
21,employe_prive
59,agriculteur
96,sans_activite
18,sans_activite
27,enseignant
23,ouvrier
25,employe_prive
95,commercant
34,artisant
65,ouvrier_agricole
26,retraite
77,conducteur
84,employe_prive
12,ouvrier_agricole
77,commercant
2,retraite
21,commercant
74,commercant
20,ouvrier
86,artisant
79,artisant
33,employe_prive
40,enseignant
22,sans_activite
8,agriculteur
15,employe_prive
7,retraite
35,commercant
25,agriculteur
28,enseignant
62,employe_prive
38,employe_prive
71,ouvrier_agricole
57,ouvrier_batiment
69,retraite
91,sans_activite
18,enseignant
100,commercant
37,militaire
16,sans_activite
35,ouvrier_batiment
63,ecolier
23,agriculteur
27,agriculteur
42,retraite
10,agriculteur
14,ecolier
89,ouvrier_agricole
76,artisant
73,enseignant
87,militaire
18,conducteur
94,employe_prive
88,enseignant
64,ouvrier
81,conducteur
54,ouvrier_agricole
2,sans_activite
77,employe_prive
17,artisant
18,employe_prive
29,artisant
42,enseignant
30,employe_prive
28,retraite
12,agriculteur
51,sans_activite
99,enseignant
24,agriculteur
77,conducteur
19,agriculteur
93,sans_activite
19,commercant
17,sans_activite
56,conducteur
21,ecolier
57,ouvrier_agricole
77,sans_activite
99,ouvrier_batiment
56,ouvrier
33,ouvrier
20,agriculteur
19,ouvrier_agricole
59,ouvrier_agricole
28,artisant
27,retraite
23,conducteur
9,sans_activite
0,conducteur
28,agriculteur
6,commercant
79,ouvrier_agricole
19,conducteur
53,artisant
79,artisant
26,artisant
24,ouvrier
56,militaire
84,employe_prive
20,ouvrier_agricole
20,artisant
18,ouvrier_agricole
79,sans_activite
20,agriculteur
98,artisant
55,commercant
9,retraite
89,employe_prive
100,agriculteur
78,retraite
78,commercant
12,sans_activite
37,ouvrier
78,sans_activite
56,ouvrier_agricole
93,sans_activite
22,agriculteur
54,ouvrier_agricole
51,sans_activite
0,ecolier
28,conducteur
61,artisant
2,artisant
9,commercant
16,enseignant
29,agriculteur
16,retraite
26,employe_prive
91,ouvrier_agricole
63,ouvrier_batiment
19,employe_prive
91,ouvrier_batiment
47,sans_activite
91,militaire
19,retraite
30,conducteur
16,sans_activite
19,ouvrier_batiment
25,ecolier
17,retraite
16,retraite
16,conducteur
64,militaire
21,ecolier
51,ouvrier_agricole
20,ouvrier_agricole
61,ecolier
13,retraite
40,employe_prive
33,artisant
10,conducteur
53,militaire
20,ouvrier_agricole
27,commercant
29,employe_prive
16,artisant
18,agriculteur
30,artisant
52,ouvrier
54,ouvrier_agricole
54,agriculteur
29,artisant
23,sans_activite
99,militaire
15,agriculteur
32,ecolier
95,enseignant
7,ouvrier_batiment
32,employe_prive
16,artisant
79,ouvrier_agricole
31,sans_activite
23,conducteur
29,ouvrier_batiment
80,enseignant
21,agriculteur
58,conducteur
96,agriculteur
72,sans_activite
36,commercant
33,enseignant
23,sans_activite
11,employe_prive
21,ouvrier
18,militaire
63,ouvrier
15,enseignant
53,artisant
55,employe_prive
78,ouvrier_batiment
6,commercant
78,enseignant
100,conducteur
18,ouvrier_agricole
56,ouvrier
28,conducteur
26,sans_activite
2,enseignant
22,ecolier
28,conducteur
16,ouvrier
67,ouvrier_batiment
63,retraite
9,sans_activite
50,employe_prive
2,ouvrier
17,retraite
26,employe_prive
76,ecolier
58,ouvrier
59,ouvrier_agricole
55,militaire
77,employe_prive
42,conducteur
17,sans_activite
81,sans_activite
47,conducteur
76,artisant
49,ouvrier
12,militaire
80,ouvrier_batiment
22,ouvrier_agricole
57,conducteur
17,commercant
9,retraite
26,enseignant
18,ecolier
11,conducteur
37,commercant
51,artisant
100,retraite
20,retraite
15,commercant
44,ecolier
22,ouvrier
41,ecolier
24,retraite
95,retraite
50,ouvrier
80,militaire
58,enseignant
80,ecolier
3,ouvrier_batiment
17,ouvrier_agricole
6,ouvrier
80,retraite
25,employe_prive
22,sans_activite
19,ouvrier_agricole
7,conducteur
23,enseignant
35,agriculteur
77,enseignant
38,militaire
31,militaire
62,ouvrier
26,retraite
48,sans_activite
16,employe_prive
12,artisant
75,ouvrier_agricole
85,ouvrier
92,ecolier
20,employe_prive
78,retraite
93,enseignant
26,commercant
30,commercant
29,ouvrier
56,ouvrier
6,sans_activite
17,employe_prive
30,ouvrier_batiment
71,ouvrier_batiment
59,enseignant
10,retraite
26,ouvrier
92,sans_activite
70,ouvrier_batiment
77,sans_activite
37,retraite
29,ouvrier_agricole
59,commercant
76,ouvrier
77,sans_activite
60,ouvrier_agricole
47,enseignant
18,ouvrier_agricole
91,sans_activite
22,enseignant
9,enseignant
19,enseignant
66,ouvrier_batiment
68,sans_activite
19,employe_prive
76,artisant
25,employe_prive
80,ouvrier_agricole
77,militaire
79,ouvrier_agricole
56,ouvrier_agricole
13,agriculteur
80,ouvrier_agricole
12,sans_activite
78,enseignant
43,ouvrier
63,enseignant
83,sans_activite
17,artisant
12,ecolier
63,conducteur
23,militaire
17,agriculteur
99,artisant
16,conducteur
100,employe_prive
57,ouvrier_agricole
57,sans_activite
34,artisant
91,ouvrier_batiment
19,ecolier
77,employe_prive
19,artisant
61,ouvrier_agricole
1,ouvrier
76,ouvrier_agricole
59,ouvrier_agricole
33,ouvrier_agricole
77,commercant
16,conducteur
59,agriculteur
18,retraite
1,enseignant
53,conducteur
23,ouvrier
54,enseignant
77,commercant
69,ecolier
37,agriculteur
23,conducteur
94,conducteur
37,conducteur
67,ouvrier_batiment
61,enseignant
24,agriculteur
41,employe_prive
79,employe_prive
98,sans_activite
26,commercant
17,artisant
53,sans_activite
82,retraite
32,enseignant
30,ouvrier_batiment
61,ouvrier_batiment
1,ouvrier_batiment
29,ouvrier_batiment
20,militaire
24,conducteur
50,conducteur
100,retraite
22,ouvrier_batiment
24,commercant
23,ouvrier
53,conducteur
19,ouvrier
41,retraite
79,retraite
6,militaire
19,agriculteur
75,commercant
92,conducteur
65,militaire
96,artisant
69,retraite
19,ecolier
68,sans_activite
29,commercant
15,ouvrier_agricole
39,commercant
22,sans_activite
54,militaire
25,ecolier
32,retraite
52,commercant
2,employe_prive
37,ouvrier_batiment
92,retraite
21,agriculteur
54,ecolier
20,ouvrier_batiment
57,ouvrier_batiment
80,agriculteur
26,conducteur
13,ouvrier_batiment
27,enseignant
77,militaire
5,ouvrier
60,enseignant
18,retraite
17,ouvrier
71,ouvrier_agricole
76,enseignant
60,retraite
21,ecolier
34,ouvrier_agricole
22,ecolier
96,militaire
19,militaire
22,commercant
26,enseignant
23,ecolier
73,conducteur
90,artisant
25,ouvrier
77,retraite
77,ecolier
81,ouvrier
60,employe_prive
16,artisant
40,agriculteur
26,sans_activite
78,employe_prive
11,enseignant
55,ouvrier
28,employe_prive
29,retraite
32,ouvrier_batiment
17,sans_activite
19,commercant
12,commercant
21,commercant
33,ouvrier_batiment
30,ecolier
19,agriculteur
40,ouvrier_agricole
26,ouvrier_batiment
18,artisant
4,militaire
92,ouvrier_batiment
42,militaire
78,militaire
28,employe_prive
93,enseignant
1,militaire
36,ouvrier_batiment
27,conducteur
96,militaire
28,employe_prive
98,commercant
30,militaire
97,employe_prive
71,artisant
56,commercant
91,sans_activite
23,ecolier
38,employe_prive
18,conducteur
30,militaire
13,ecolier
12,militaire
70,ouvrier_batiment
8,commercant
72,employe_prive
7,ouvrier_agricole
11,retraite
16,ouvrier_batiment
5,agriculteur
82,ouvrier_batiment
73,commercant
67,ecolier
56,ouvrier
18,conducteur
88,conducteur
58,artisant
64,conducteur
22,ouvrier_batiment
33,ouvrier
19,conducteur
47,retraite
2,enseignant
15,artisant
36,enseignant
29,commercant
79,militaire
63,agriculteur
27,militaire
24,sans_activite
0,ouvrier
39,commercant
12,conducteur
26,employe_prive
80,conducteur
84,commercant
29,conducteur
68,agriculteur
4,militaire
12,commercant
24,ecolier
29,ouvrier_agricole
76,commercant
30,ouvrier_agricole
2,enseignant
61,commercant
91,commercant
22,agriculteur
17,artisant
14,enseignant
20,ouvrier_agricole
20,enseignant
28,militaire
30,ouvrier
75,artisant
53,retraite
95,commercant
30,ecolier
30,commercant
24,militaire
66,ouvrier
89,agriculteur
24,ouvrier_batiment
75,conducteur
66,retraite
22,artisant
69,ecolier
23,ecolier
58,agriculteur
17,artisant
80,sans_activite
45,retraite
73,sans_activite
64,retraite
26,ecolier
93,enseignant
25,ecolier
91,artisant
17,sans_activite
28,artisant
84,ecolier
28,retraite
27,commercant
78,ouvrier
100,ouvrier_batiment
29,ouvrier
31,militaire
2,ouvrier_agricole
56,sans_activite
24,enseignant
61,ouvrier
27,enseignant
24,employe_prive
10,ouvrier_agricole
58,agriculteur
28,commercant
20,ouvrier
78,artisant
81,enseignant
25,artisant
0,retraite
66,sans_activite
89,ouvrier_batiment
68,ouvrier
47,ouvrier_batiment
4,ouvrier
35,militaire
20,commercant
72,enseignant
76,agriculteur
59,sans_activite
79,commercant
10,ouvrier_agricole
75,artisant
42,ouvrier
28,conducteur
5,militaire
55,ouvrier_batiment
11,agriculteur
21,agriculteur
90,ouvrier
79,ouvrier
23,militaire
31,ouvrier_batiment
49,conducteur
98,militaire
7,ouvrier_batiment
46,retraite
60,ouvrier
30,enseignant
31,ecolier
19,artisant
22,ouvrier_batiment
60,employe_prive
71,retraite
87,militaire
15,agriculteur
19,employe_prive
58,sans_activite
70,sans_activite
26,ouvrier_agricole
79,ouvrier_agricole
55,ouvrier_batiment
6,retraite
18,commercant
76,employe_prive
1,ouvrier
29,enseignant
36,employe_prive
80,ouvrier_batiment
27,sans_activite
12,commercant
53,commercant
26,sans_activite
79,employe_prive
18,agriculteur
40,sans_activite
37,ouvrier
4,ouvrier_agricole
77,artisant
43,commercant
53,agriculteur
51,enseignant
97,artisant
28,agriculteur
18,employe_prive
30,commercant
100,militaire
24,ouvrier
22,ecolier
53,ouvrier_batiment
37,commercant
18,ecolier
60,commercant
77,artisant
